code,name,batch_id,formal,evidence_count,sources,decision,target_entityType,reason
DDX-CARD-A4091D292E4B,冠状动脉痉挛,BATCH-CARD-CAD-20260623-001,False,79,"[{""source_code"": ""DIS-CARD-CAD-CCS"", ""source_type"": ""Disease"", ""source_name"": ""慢性冠脉综合征""}, {""source_code"": ""DIS-CARD-CAD-NSTEMI"", ""source_type"": ""Disease"", ""source_name"": ""非ST段抬高型心肌梗死""}, {""source_code"": ""DIS-CARD-CAD-AMI"", ""source_type"": ""Disease"", ""source_name"": ""急性心肌梗死""}, {""source_code"": ""DIS-CARD-CAD-ACS"", ""source_type"": ""Disease"", ""source_name"": ""急性冠脉综合征""}, {""source_code"": ""DIS-CARD-CAD-UA"", ""source_type"": ""Disease"", ""source_name"": ""不稳定型心绞痛""}, {""source_code"": ""DIS-CARD-CAD-STABLE-ANGINA"", ""source_type"": ""Disease"", ""source_name"": ""稳定型心绞痛""}, {""source_code"": ""DIS-CARD-CAD-STEMI"", ""source_type"": ""Disease"", ""source_name"": ""ST段抬高型心肌梗死""}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-CADREM-SILENT-ISCHEMIA-3600DD6764,但有心肌缺血客观证据的冠心病,BATCH-CARD-CAD-REMAINING-20260712-001,False,1,"[{""source_code"": ""DIS-CARD-CAD-SILENT-ISCHEMIA"", ""source_type"": ""Disease"", ""source_name"": ""隐匿性冠心病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-CADREM-ICM-003E48BBA7,同时需排除冠心病的某些并发症,BATCH-CARD-CAD-REMAINING-20260712-001,False,1,"[{""source_code"": ""DIS-CARD-CAD-ICM"", ""source_type"": ""Disease"", ""source_name"": ""缺血性心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-CADREM-AMI-2456ECD13F,鉴别诊断需要考虑以下疾病,BATCH-CARD-CAD-REMAINING-20260712-001,False,1,"[{""source_code"": ""DIS-CARD-CAD-AMI"", ""source_type"": ""Disease"", ""source_name"": ""急性心肌梗死""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-CADREM-ICM-39AF6E5DFD,需鉴别其他引起心脏增大和心力衰竭的病因,BATCH-CARD-CAD-REMAINING-20260712-001,False,1,"[{""source_code"": ""DIS-CARD-CAD-ICM"", ""source_type"": ""Disease"", ""source_name"": ""缺血性心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-STEMI-BED7C76BD0A8,嗜铬细胞瘤,BATCH-CARD-CAD-STEMI-20260712-001,False,1,"[{""source_code"": ""DIS-CARD-CAD-STEMI"", ""source_type"": ""Disease"", ""source_name"": ""ST段抬高型心肌梗死""}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-STEMI-4DD215C51903,心绞痛,BATCH-CARD-CAD-STEMI-20260712-001,False,1,"[{""source_code"": ""DIS-CARD-CAD-STEMI"", ""source_type"": ""Disease"", ""source_name"": ""ST段抬高型心肌梗死""}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-A07BA907BDB0,心肌炎,BATCH-CARD-CAD-STEMI-20260712-001,False,51,"[{""source_code"": ""DIS-CARD-CM-DCM"", ""source_type"": ""Disease"", ""source_name"": ""扩张型心肌病""}, {""source_code"": ""DIS-CARD-CAD-STEMI"", ""source_type"": ""Disease"", ""source_name"": ""ST段抬高型心肌梗死""}, {""source_code"": ""DIS-CARD-CM-RCM"", ""source_type"": ""Disease"", ""source_name"": ""限制型心肌病""}, {""source_code"": ""DIS-CARD-CM-AMYLOID"", ""source_type"": ""Disease"", ""source_name"": ""淀粉样变心肌病""}, {""source_code"": ""DIS-CARD-CM-HCM"", ""source_type"": ""Disease"", ""source_name"": ""肥厚型心肌病""}, {""source_code"": ""DIS-CARD-CM-ARVC"", ""source_type"": ""Disease"", ""source_name"": ""致心律失常性右心室心肌病""}, {""source_code"": ""DIS-CARD-CM-ACM"", ""source_type"": ""Disease"", ""source_name"": ""致心律失常性心肌病""}, {""source_code"": ""DIS-CARD-CAD-ICM"", ""source_type"": ""Disease"", ""source_name"": ""缺血性心肌病""}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-STEMI-5ED3F170AA98,急性肺动脉栓塞,BATCH-CARD-CAD-STEMI-20260712-001,False,1,"[{""source_code"": ""DIS-CARD-CAD-STEMI"", ""source_type"": ""Disease"", ""source_name"": ""ST段抬高型心肌梗死""}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-STEMI-F118C9F80AE2,急腹症,BATCH-CARD-CAD-STEMI-20260712-001,False,1,"[{""source_code"": ""DIS-CARD-CAD-STEMI"", ""source_type"": ""Disease"", ""source_name"": ""ST段抬高型心肌梗死""}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-6AB732E54DB3,冠心病,BATCH-CARD-CM-20260622-001,False,125,"[{""source_code"": ""DIS-CARD-CM-ALVC"", ""source_type"": ""Disease"", ""source_name"": ""致心律失常性左心室心肌病""}, {""source_code"": ""DIS-CARD-CAD-ICM"", ""source_type"": ""Disease"", ""source_name"": ""缺血性心肌病""}, {""source_code"": ""DIS-CARD-CM-HCM"", ""source_type"": ""Disease"", ""source_name"": ""肥厚型心肌病""}, {""source_code"": ""DIS-CARD-CM-DCM"", ""source_type"": ""Disease"", ""source_name"": ""扩张型心肌病""}, {""source_code"": ""DIS-CARD-CM-AMYLOID"", ""source_type"": ""Disease"", ""source_name"": ""淀粉样变心肌病""}, {""source_code"": ""DIS-CARD-CM-ARVC"", ""source_type"": ""Disease"", ""source_name"": ""致心律失常性右心室心肌病""}, {""source_code"": ""DIS-CARD-CM-ACM"", ""source_type"": ""Disease"", ""source_name"": ""致心律失常性心肌病""}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-645287F85899,瓣膜性心脏病,BATCH-CARD-CM-20260622-001,False,20,"[{""source_code"": ""DIS-CARD-CM-RCM"", ""source_type"": ""Disease"", ""source_name"": ""限制型心肌病""}, {""source_code"": ""DIS-CARD-CM-HCM"", ""source_type"": ""Disease"", ""source_name"": ""肥厚型心肌病""}, {""source_code"": ""DIS-CARD-CM-DCM"", ""source_type"": ""Disease"", ""source_name"": ""扩张型心肌病""}, {""source_code"": ""DIS-CARD-CM-ARVC"", ""source_type"": ""Disease"", ""source_name"": ""致心律失常性右心室心肌病""}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-887CF6C354E7,高血压性心脏病,BATCH-CARD-CM-20260622-001,False,2,"[{""source_code"": ""DIS-CARD-CM-RCM"", ""source_type"": ""Disease"", ""source_name"": ""限制型心肌病""}, {""source_code"": ""DIS-CARD-CM-ARVC"", ""source_type"": ""Disease"", ""source_name"": ""致心律失常性右心室心肌病""}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-91D172B6AA3C,心房颤动,BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter,False,502,"[{""source_code"": ""DIS-CARD-ARR-AVNRT"", ""source_type"": ""Disease"", ""source_name"": ""房室结折返性心动过速""}, {""source_code"": ""DIS-CARD-ARR-AFL"", ""source_type"": ""Disease"", ""source_name"": ""心房扑动""}, {""source_code"": ""DIS-CARD-ARR-SVT"", ""source_type"": ""Disease"", ""source_name"": ""室上性心动过速""}, {""source_code"": ""DIS-CARD-ARR-AT"", ""source_type"": ""Disease"", ""source_name"": ""房性心动过速""}, {""source_code"": ""DIS-CARD-ARR-WPW"", ""source_type"": ""Disease"", ""source_name"": ""预激综合征""}, {""source_code"": ""DIS-CARD-ARR-AVRT"", ""source_type"": ""Disease"", ""source_name"": ""房室折返性心动过速""}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-F46806C9EB37,房性早搏,BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter,False,57,"[{""source_code"": ""DIS-CARD-ARR-AFL"", ""source_type"": ""Disease"", ""source_name"": ""心房扑动""}, {""source_code"": ""DIS-CARD-ARR-AVRT"", ""source_type"": ""Disease"", ""source_name"": ""房室折返性心动过速""}, {""source_code"": ""DIS-CARD-ARR-AVNRT"", ""source_type"": ""Disease"", ""source_name"": ""房室结折返性心动过速""}, {""source_code"": ""DIS-CARD-ARR-WPW"", ""source_type"": ""Disease"", ""source_name"": ""预激综合征""}, {""source_code"": ""DIS-CARD-ARR-AT"", ""source_type"": ""Disease"", ""source_name"": ""房性心动过速""}, {""source_code"": ""DIS-CARD-ARR-SVT"", ""source_type"": ""Disease"", ""source_name"": ""室上性心动过速""}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-CE220DDF6AA5,窦性心动过速,BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter,False,67,"[{""source_code"": ""DIS-CARD-ARR-SVT"", ""source_type"": ""Disease"", ""source_name"": ""室上性心动过速""}, {""source_code"": ""DIS-CARD-ARR-AVRT"", ""source_type"": ""Disease"", ""source_name"": ""房室折返性心动过速""}, {""source_code"": ""DIS-CARD-ARR-AVNRT"", ""source_type"": ""Disease"", ""source_name"": ""房室结折返性心动过速""}, {""source_code"": ""DIS-CARD-ARR-AFL"", ""source_type"": ""Disease"", ""source_name"": ""心房扑动""}, {""source_code"": ""DIS-CARD-ARR-AT"", ""source_type"": ""Disease"", ""source_name"": ""房性心动过速""}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-E6C98B4ECF84,癫痫,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,False,10,"[{""source_code"": ""DIS-CARD-ARR-VF"", ""source_type"": ""Disease"", ""source_name"": ""心室扑动与心室颤动""}, {""source_code"": ""DIS-CARD-SCD-ARREST"", ""source_type"": ""Disease"", ""source_name"": ""心脏骤停""}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
DDX-CARD-660433DF4D1F,预激综合征伴心房颤动,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,False,3,"[{""source_code"": null, ""source_type"": null, ""source_name"": """"}]",keep_differential_target_needs_detail,DifferentialDiagnosis,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-7844381F60797639,5.基因检测家系筛查及基因检测对鉴别诊断、预后评估和生育决策有价值,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-CB852100C2D4C341"", ""source_type"": ""SourceSection"", ""source_name"": ""第一节肥厚型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-83E8288F5198E28C,5.心脏磁共振对诊断、鉴别诊断及预后评估均有很高价值,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-7275FAF71470AD40"", ""source_type"": ""SourceSection"", ""source_name"": ""第二节扩张型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-8FFF1F5BD226215D,CMR提供的心肌组织特征有助于病因鉴别诊断,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-7275FAF71470AD40"", ""source_type"": ""SourceSection"", ""source_name"": ""第二节扩张型心肌病""}, {""source_code"": ""DIS-CARD-CM-DCM"", ""source_type"": ""Disease"", ""source_name"": ""扩张型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-EA0F3A17BA57CA05,P波之间的等电线仍存在（与心房扑动时等电线消失不同）,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-D8BBB19A58A29A3A"", ""source_type"": ""SourceSection"", ""source_name"": ""二、房性心动过速""}, {""source_code"": ""DIS-CARD-ARR-AT"", ""source_type"": ""Disease"", ""source_name"": ""房性心动过速""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-F0EF68710DD1EEF2,P波形态与窦性P波不同,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-D8BBB19A58A29A3A"", ""source_type"": ""SourceSection"", ""source_name"": ""二、房性心动过速""}, {""source_code"": ""DIS-CARD-ARR-AT"", ""source_type"": ""Disease"", ""source_name"": ""房性心动过速""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-3D7D20BE5B74B18F,【临床表现】室速的临床症状视发作时心室率、持续时间、基础心脏病和心功能状况不同而异,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-93F699D986F4FECD"", ""source_type"": ""SourceSection"", ""source_name"": ""室性心动过速""}, {""source_code"": ""TXTSEC-CARD-154A822445B83295"", ""source_type"": ""SourceSection"", ""source_name"": ""二、室性心动过速""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-15223A18E17F4362,【诊断与鉴别诊断】2.鉴别诊断应与心脏收缩功能减低的其他原发和继发性心肌病鉴别,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-5C565BDC923202CC"", ""source_type"": ""SourceSection"", ""source_name"": ""第三节非扩张型左心室心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-C5CEBB846F57E76F,【诊断与鉴别诊断】2.鉴别诊断应除外心脏扩大、收缩功能减低的其他继发原因,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-7275FAF71470AD40"", ""source_type"": ""SourceSection"", ""source_name"": ""第二节扩张型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-BB2185EF609F26FB,【诊断与鉴别诊断】2.鉴别诊断首先,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-965429CEC28A5F0D"", ""source_type"": ""SourceSection"", ""source_name"": ""第五节限制型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-8BA9047C50CD7513,【诊断与鉴别诊断】3.鉴别诊断,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-29260EEFE3E9F2A2"", ""source_type"": ""SourceSection"", ""source_name"": ""第四节致心律失常性右心室心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-6B6FA04953592D2C,【诊断与鉴别诊断】3.鉴别诊断以上特殊类型VM极易与急性冠脉综合征、缺血性心肌病、应激性心肌病及其他疾病相混淆,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-DCA805E13FE6E082"", ""source_type"": ""SourceSection"", ""source_name"": ""第六节心肌炎""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-0F240EF2223858D9,【诊断与鉴别诊断】参照“冠心病”“糖尿病”相关章节,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-4B5162D4432D7E19"", ""source_type"": ""SourceSection"", ""source_name"": ""第二节糖尿病与冠心病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-71505D9C32550D25,【诊断与鉴别诊断】参照“心力衰竭”和“糖尿病”相关章节,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-41FB6D58F338B3F7"", ""source_type"": ""SourceSection"", ""source_name"": ""第三节糖尿病与心力衰竭""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-F46DAD3D9F31D433,【诊断与鉴别诊断】影像学发现室壁增厚是诊断HCM的必备条件,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-CB852100C2D4C341"", ""source_type"": ""SourceSection"", ""source_name"": ""第一节肥厚型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-F41B262924C71456,【诊断与鉴别诊断】本病发展到出现器官缺血或坏死阶段时,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-FF693A65907956D3"", ""source_type"": ""DiseaseCategory"", ""source_name"": ""第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-46002D71A03E6728,【诊断与鉴别诊断】根据典型心绞痛的发作特点,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-BE578D240807E305"", ""source_type"": ""SourceSection"", ""source_name"": ""一、稳定型心绞痛""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-C10FEFAD52960ECF,【诊断与鉴别诊断】根据典型症状与体征,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-9EB385B486A23931"", ""source_type"": ""SourceSection"", ""source_name"": ""第三节急性心力衰竭""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-2466A4967186B769,【诊断与鉴别诊断】综合症状、心前区杂音、X线、心电图及超声心动图检查,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-02B9932AEBEADC04"", ""source_type"": ""SourceSection"", ""source_name"": ""十、冠状动脉瘘""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-17ECE218926722EF,【鉴别诊断】各种器质性心脏病都可引起缺血性ST-T的改变,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-432C5BDE76D94928"", ""source_type"": ""SourceSection"", ""source_name"": ""三、隐匿型冠心病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-AD689C4DAD0477F9,【鉴别诊断】需鉴别其他引起心脏增大和心力衰竭的病因,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-E28D7FB63D4BC615"", ""source_type"": ""SourceSection"", ""source_name"": ""二、缺血性心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-8D1F46ED790417FF,与窦性P波形态不同,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-C501AB420F2E1219"", ""source_type"": ""SourceSection"", ""source_name"": ""一、房性期前收缩""}, {""source_code"": ""TXTSEC-CARD-7978C35DEE4E0C08"", ""source_type"": ""SourceSection"", ""source_name"": ""房性期前收缩""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-4BF225880E0AF9B7,亟需紧急鉴别方可作出治疗决策,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-DCA805E13FE6E082"", ""source_type"": ""SourceSection"", ""source_name"": ""第六节心肌炎""}, {""source_code"": ""DIS-CARD-CM-MYOCARDITIS"", ""source_type"": ""Disease"", ""source_name"": ""心肌炎""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-A7484D083ACE788A,但需与动脉导管未闭、主动脉窦瘤、主-肺间隔缺损及室间隔缺损合并主动脉瓣关闭不全相鉴别,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-02B9932AEBEADC04"", ""source_type"": ""SourceSection"", ""source_name"": ""十、冠状动脉瘘""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-4ACFA54B909D9640,包括高血压、主动脉瓣狭窄、运动员心肌肥厚等,CARD-SKELETON-20260709,False,1,"[{""source_code"": ""TXTSEC-CARD-CB852100C2D4C341"", ""source_type"": ""SourceSection"", ""source_name"": ""第一节肥厚型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
CARD-SKELETON-20260709-DIFFERENTIALDIAGNOSIS-B5F4AE479740EB0E,可根据影像学检查结果及心导管压力特征进行鉴别,CARD-SKELETON-20260709,False,2,"[{""source_code"": ""TXTSEC-CARD-965429CEC28A5F0D"", ""source_type"": ""SourceSection"", ""source_name"": ""第五节限制型心肌病""}, {""source_code"": ""DIS-CARD-CM-RCM"", ""source_type"": ""Disease"", ""source_name"": ""限制型心肌病""}]",retype_to_clinical_rule_differential_point,ClinicalRule,句子型鉴别要点改为ClinicalRule；短疾病/状态名保留为DifferentialDiagnosis待补鉴别规则
