disease,disease_code,plan,plan_code,direct_rel_type,direct_formal_ready,formal_rec_n,plan_downstream_n,plan_evidence_n,downstream_examples
法布雷病心肌病,DIS-CARD-CM-FABRY,法布雷病心肌病治疗方案,PLAN-CARD-D8661B4FB4B1,has_treatment_plan,False,0,3,3,"['阿加糖酶α', '阿加糖酶β', '法布雷病心肌病治疗路径']"
淀粉样变心肌病,DIS-CARD-CM-AMYLOID,淀粉样变心肌病治疗方案,PLAN-CARD-BE44DFBB5552,has_treatment_plan,False,0,3,12,"['心脏移植', '埋藏式心脏复律除颤器', '淀粉样变心肌病治疗路径']"
特发性肺动脉高压,DIS-CARD-PH-IPAH,特发性肺动脉高压治疗方案,PLAN-CARD-E1D61826F7A4,has_treatment_plan,,0,3,46,"['前列环素通路药物', '内皮素受体拮抗剂', '磷酸二酯酶5抑制剂']"
白大衣高血压,DIS-CARD-HT-WCH,生活方式干预,PLAN-CARD-2081B78ED14D,has_treatment_plan,False,0,7,103,"['戒烟限酒', '减重', '隐匿性高血压专病诊疗路径', '高血压专病诊疗路径', '原发性高血压专病诊疗路径']"
白大衣高血压,DIS-CARD-HT-WCH,降压治疗,PLAN-CARD-BDE62A3BE028,has_treatment_plan,False,0,11,349,"['利尿剂', '血管紧张素Ⅱ受体拮抗剂', '钙通道阻滞剂', '血管紧张素Ⅱ受体阻滞剂', '血管紧张素转换酶抑制剂']"
短QT间期综合征,DIS-CARD-ARR-SQTS,ICD治疗,PLAN-CARD-946BE3CB675F,has_treatment_plan,False,0,1,669,['埋藏式心脏转复除颤器']
短QT间期综合征,DIS-CARD-ARR-SQTS,短QT间期综合征治疗方案,PLAN-CARD-C1B0D29171C8,has_treatment_plan,False,0,3,6,"['埋藏式心脏转复除颤器', 'ICD治疗', '短QT间期综合征治疗路径']"
稳定型心绞痛,DIS-CARD-CAD-STABLE-ANGINA,抗血小板治疗,PLAN-CARD-42FD049DCDB5,has_treatment_plan,False,0,1,596,['抗血小板药物']
稳定型心绞痛,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛治疗方案,PLAN-CARD-DDD036288AF3,has_treatment_plan,False,0,1,20,['稳定型心绞痛治疗路径']
稳定型心绞痛,DIS-CARD-CAD-STABLE-ANGINA,血运重建,PLAN-CARD-TEXT-EEF9C97B59,has_treatment_plan,False,0,2,10,"['冠状动脉旁路移植术', '经皮冠状动脉介入治疗']"
稳定型心绞痛,DIS-CARD-CAD-STABLE-ANGINA,降压治疗,PLAN-CARD-BDE62A3BE028,has_treatment_plan,False,0,11,349,"['利尿剂', '血管紧张素Ⅱ受体拮抗剂', '钙通道阻滞剂', '血管紧张素Ⅱ受体阻滞剂', '血管紧张素转换酶抑制剂']"
窦性心动过缓,DIS-CARD-ARR-SB,下位的潜在起搏点,CARD-SKELETON-20260709-TREATMENTPLAN-BFCF60272E5E8F9F,has_treatment_plan,False,0,8,2,"['阿托品', 'β受体拮抗剂', '异丙肾上腺素', '钙通道阻滞剂', '非二氢吡啶类钙通道阻滞剂']"
窦性心动过缓,DIS-CARD-ARR-SB,以及应用拟胆碱药物、胺碘酮、β受体拮抗剂、非二氢吡啶类钙通道阻滞剂或洋地黄类等药物,CARD-SKELETON-20260709-TREATMENTPLAN-644453136DFD38E2,has_treatment_plan,False,0,8,2,"['阿托品', 'β受体拮抗剂', '钙通道阻滞剂', '临时心脏起搏', '异丙肾上腺素']"
窦性心动过缓,DIS-CARD-ARR-SB,可应用阿托品或异丙肾上腺素等药物,CARD-SKELETON-20260709-TREATMENTPLAN-03F69ADBD8DD8ACB,has_treatment_plan,False,0,8,2,"['阿托品', 'β受体拮抗剂', '异丙肾上腺素', '钙通道阻滞剂', '胺碘酮']"
窦性心动过缓,DIS-CARD-ARR-SB,应用洋地黄类药物、乙酰胆碱等亦可引起窦性停搏,CARD-SKELETON-20260709-TREATMENTPLAN-788A4C55AED14161,has_treatment_plan,False,0,8,2,"['阿托品', '心脏再同步治疗', '钙通道阻滞剂', '异丙肾上腺素', '非二氢吡啶类钙通道阻滞剂']"
窦性心动过缓,DIS-CARD-ARR-SB,故应考虑心脏起搏治疗,CARD-SKELETON-20260709-TREATMENTPLAN-B7A5660A87DD1BA2,has_treatment_plan,False,0,8,2,"['阿托品', '钙通道阻滞剂', '非二氢吡啶类钙通道阻滞剂', 'β受体拮抗剂', '胺碘酮']"
窦性心动过缓,DIS-CARD-ARR-SB,无症状的窦性心动过缓通常无需治疗,CARD-SKELETON-20260709-TREATMENTPLAN-F3121EC03152AC77,has_treatment_plan,False,0,8,2,"['阿托品', '心脏再同步治疗', '异丙肾上腺素', '胺碘酮', '钙通道阻滞剂']"
窦性心动过缓,DIS-CARD-ARR-SB,治疗可参照病态窦房结综合征,CARD-SKELETON-20260709-TREATMENTPLAN-9FCAC418A06FE88B,has_treatment_plan,False,0,8,2,"['阿托品', '非二氢吡啶类钙通道阻滞剂', '胺碘酮', '钙通道阻滞剂', 'β受体拮抗剂']"
窦性心动过缓,DIS-CARD-ARR-SB,窦性心动过缓治疗方案,PLAN-CARD-84E0BB8F1329,has_treatment_plan,False,0,10,72,"['钙通道阻滞剂', '阿托品', '胺碘酮', 'β受体拮抗剂', '异丙肾上腺素']"
窦性心动过缓,DIS-CARD-ARR-SB,起搏治疗,PLAN-CARD-F7FB7035330D,has_treatment_plan,False,0,4,59,"['永久起搏器植入', '临时起搏', '心脏再同步治疗', '临时心脏起搏']"
窦房传导阻滞,DIS-CARD-ARR-SAB,窦房传导阻滞治疗方案,PLAN-CARD-B809AAF4889D,has_treatment_plan,False,0,5,7,"['永久起搏器植入', '定期随诊观察', '诱因纠正', '起搏治疗', '窦房传导阻滞治疗路径']"
窦房结功能障碍,DIS-CARD-ARR-SND,窦房结功能障碍治疗方案,PLAN-CARD-26AF9C4155B7,has_treatment_plan,False,0,6,35,"['阿托品', '异丙肾上腺素', '植入式心律转复除颤器', '心脏再同步治疗', '经导管主动脉瓣置换术']"
结缔组织病相关肺动脉高压,DIS-CARD-PH-CTD,结缔组织病相关肺动脉高压治疗方案,PLAN-CARD-40F9E43F6780,has_treatment_plan,,0,2,23,"['内皮素受体拮抗剂', '磷酸二酯酶5抑制剂']"
继发性高血压,DIS-CARD-HT-SECONDARY,生活方式干预,PLAN-CARD-2081B78ED14D,has_treatment_plan,False,0,7,103,"['戒烟限酒', '减重', '隐匿性高血压专病诊疗路径', '高血压专病诊疗路径', '原发性高血压专病诊疗路径']"
继发性高血压,DIS-CARD-HT-SECONDARY,联合降压治疗,PLAN-CARD-0CDCF256C0E6,has_treatment_plan,False,0,8,84,"['血管紧张素Ⅱ受体阻滞剂', '钙通道阻滞剂', 'β受体阻滞剂', '血管紧张素转换酶抑制剂', '利尿剂']"
继发性高血压,DIS-CARD-HT-SECONDARY,血运重建,PLAN-CARD-TEXT-EEF9C97B59,has_treatment_plan,False,0,2,10,"['冠状动脉旁路移植术', '经皮冠状动脉介入治疗']"
继发性高血压,DIS-CARD-HT-SECONDARY,降压治疗,PLAN-CARD-BDE62A3BE028,has_treatment_plan,False,0,11,349,"['利尿剂', '血管紧张素Ⅱ受体拮抗剂', '钙通道阻滞剂', '血管紧张素Ⅱ受体阻滞剂', '血管紧张素转换酶抑制剂']"
缓慢性心律失常,DIS-CARD-ARR-BRADY,缓慢性心律失常治疗方案,PLAN-CARD-D48B04D85208,has_treatment_plan,False,0,6,81,"['阿托品', '异丙肾上腺素', '临时心脏起搏', '经导管主动脉瓣置换术', '心脏再同步治疗']"
缓慢性心律失常,DIS-CARD-ARR-BRADY,起搏治疗,PLAN-CARD-F7FB7035330D,has_treatment_plan,False,0,4,59,"['永久起搏器植入', '临时起搏', '心脏再同步治疗', '临时心脏起搏']"
缩窄性心包炎,DIS-CARD-PERICARD-CONSTRICTIVE,【临床表现】1.症状病人常有心包炎、心包积液、恶性肿瘤、胸部放射性治疗和胸心外科手术等病史,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D7A188C9B6C12EF5,has_treatment_plan,False,0,0,1,[]
缩窄性心包炎,DIS-CARD-PERICARD-CONSTRICTIVE,其他病因包括恶性肿瘤、结缔组织病、尿毒症、药物等,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-542F49CC6D03259B,has_treatment_plan,False,0,0,1,[]
缺血性心肌病,DIS-CARD-CAD-ICM,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,False,0,6,236,"['抗凝药物', '达比加群酯', '华法林', '利伐沙班', '阿哌沙班']"
缺血性心肌病,DIS-CARD-CAD-ICM,缺血性心肌病治疗方案,PLAN-CARD-260280003FF2,has_treatment_plan,False,0,12,15,"['血管紧张素Ⅱ受体拮抗剂', '降压治疗', '血运重建', '硝酸酯类药物', '心脏移植']"
缺血性心肌病,DIS-CARD-CAD-ICM,血运重建,PLAN-CARD-TEXT-EEF9C97B59,has_treatment_plan,False,0,2,10,"['冠状动脉旁路移植术', '经皮冠状动脉介入治疗']"
缺血性心肌病,DIS-CARD-CAD-ICM,降压治疗,PLAN-CARD-BDE62A3BE028,has_treatment_plan,False,0,11,349,"['利尿剂', '血管紧张素Ⅱ受体拮抗剂', '钙通道阻滞剂', '血管紧张素Ⅱ受体阻滞剂', '血管紧张素转换酶抑制剂']"
老年高血压,DIS-CARD-HT-ELDERLY,生活方式干预,PLAN-CARD-2081B78ED14D,has_treatment_plan,False,0,7,103,"['戒烟限酒', '减重', '隐匿性高血压专病诊疗路径', '高血压专病诊疗路径', '原发性高血压专病诊疗路径']"
老年高血压,DIS-CARD-HT-ELDERLY,联合降压治疗,PLAN-CARD-0CDCF256C0E6,has_treatment_plan,False,0,8,84,"['血管紧张素Ⅱ受体阻滞剂', '钙通道阻滞剂', 'β受体阻滞剂', '血管紧张素转换酶抑制剂', '利尿剂']"
老年高血压,DIS-CARD-HT-ELDERLY,降压治疗,PLAN-CARD-BDE62A3BE028,has_treatment_plan,False,0,11,349,"['利尿剂', '血管紧张素Ⅱ受体拮抗剂', '钙通道阻滞剂', '血管紧张素Ⅱ受体阻滞剂', '血管紧张素转换酶抑制剂']"
肥厚型心肌病,DIS-CARD-CM-HCM,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,False,0,6,236,"['抗凝药物', '达比加群酯', '华法林', '利伐沙班', '阿哌沙班']"
肥厚型心肌病,DIS-CARD-CM-HCM,肥厚型心肌病治疗方案,PLAN-CARD-C73CCA666CCA,has_treatment_plan,False,0,19,103,"['β受体拮抗剂', '美托洛尔', '维拉帕米', '比索洛尔', '钙通道阻滞剂']"
肺动脉瓣狭窄,DIS-CARD-VHD-PS,肺动脉瓣狭窄治疗方案,PLAN-CARD-61874F4A9AFC,has_treatment_plan,,0,3,27,"['球囊成形术', '经导管主动脉瓣置换术', '经皮球囊肺动脉瓣成形术']"
肺动脉高压,DIS-CARD-PH,肺动脉高压治疗方案,PLAN-CARD-1D60B211E01D,has_treatment_plan,,0,3,191,"['内皮素受体拮抗剂', '磷酸二酯酶5抑制剂', '前列环素通路药物']"
肾实质性高血压,DIS-CARD-HT-RENAL-PARENCHYMAL,降压治疗,PLAN-CARD-BDE62A3BE028,has_treatment_plan,False,0,11,349,"['利尿剂', '血管紧张素Ⅱ受体拮抗剂', '钙通道阻滞剂', '血管紧张素Ⅱ受体阻滞剂', '血管紧张素转换酶抑制剂']"
肾血管性高血压,DIS-CARD-HT-RENOVASCULAR,联合降压治疗,PLAN-CARD-0CDCF256C0E6,has_treatment_plan,False,0,8,84,"['血管紧张素Ⅱ受体阻滞剂', '钙通道阻滞剂', 'β受体阻滞剂', '血管紧张素转换酶抑制剂', '利尿剂']"
肾血管性高血压,DIS-CARD-HT-RENOVASCULAR,血运重建,PLAN-CARD-TEXT-EEF9C97B59,has_treatment_plan,False,0,2,10,"['冠状动脉旁路移植术', '经皮冠状动脉介入治疗']"
肾血管性高血压,DIS-CARD-HT-RENOVASCULAR,降压治疗,PLAN-CARD-BDE62A3BE028,has_treatment_plan,False,0,11,349,"['利尿剂', '血管紧张素Ⅱ受体拮抗剂', '钙通道阻滞剂', '血管紧张素Ⅱ受体阻滞剂', '血管紧张素转换酶抑制剂']"
腹主动脉瘤,DIS-CARD-AAA,腹主动脉瘤治疗方案,PLAN-CARD-8C96E4CC9AE6,has_treatment_plan,,0,2,19,"['外科手术治疗', '他汀类药物']"
致心律失常性双心室心肌病,DIS-CARD-CM-ABVC,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,False,0,6,236,"['抗凝药物', '达比加群酯', '华法林', '利伐沙班', '阿哌沙班']"
致心律失常性双心室心肌病,DIS-CARD-CM-ABVC,致心律失常性双心室心肌病治疗方案,PLAN-CARD-75D805FA2D42,has_treatment_plan,False,0,4,2,"['利尿剂', '抗凝治疗', '埋藏式心脏复律除颤器', '致心律失常性双心室心肌病治疗路径']"
致心律失常性右心室心肌病,DIS-CARD-CM-ARVC,致心律失常性右心室心肌病治疗方案,PLAN-CARD-A998492DDF0E,has_treatment_plan,False,0,10,12,"['维拉帕米', '射频消融术', '胺碘酮', '非二氢吡啶类钙通道阻滞剂', '埋藏式心脏复律除颤器']"
致心律失常性左心室心肌病,DIS-CARD-CM-ALVC,致心律失常性左心室心肌病治疗方案,PLAN-CARD-501677A0810C,has_treatment_plan,False,0,2,1,"['埋藏式心脏复律除颤器', '致心律失常性左心室心肌病治疗路径']"
致心律失常性心肌病,DIS-CARD-CM-ACM,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,False,0,6,236,"['抗凝药物', '达比加群酯', '华法林', '利伐沙班', '阿哌沙班']"
致心律失常性心肌病,DIS-CARD-CM-ACM,致心律失常性心肌病治疗方案,PLAN-CARD-8BABC3547777,has_treatment_plan,False,0,6,13,"['胺碘酮', '埋藏式心脏复律除颤器', '抗凝治疗', '心脏移植', '利尿剂']"
血脂异常,DIS-CARD-DYSLIPIDEMIA,血脂异常治疗方案,PLAN-CARD-AD3F29BFEB06,has_treatment_plan,,0,1,74,['他汀类药物']
透析患者慢性心力衰竭,DIS-CARD-HF-DIALYSIS-CHF,透析患者慢性心力衰竭治疗方案,PLAN-CARD-C3F083B7CCAC,has_treatment_plan,False,0,2,5,"['袢利尿剂', '透析患者慢性心力衰竭治疗路径']"
遗传性肺动脉高压,DIS-CARD-PH-HPAH,遗传性肺动脉高压治疗方案,PLAN-CARD-F59469DDB81E,has_treatment_plan,,0,2,17,"['内皮素受体拮抗剂', '前列环素通路药物']"
长QT间期综合征,DIS-CARD-ARR-LQTS,ICD治疗,PLAN-CARD-946BE3CB675F,has_treatment_plan,False,0,1,669,['埋藏式心脏转复除颤器']
长QT间期综合征,DIS-CARD-ARR-LQTS,抗心律失常药物治疗,PLAN-CARD-E01DCE98BB99,has_treatment_plan,False,0,4,175,"['索他洛尔', '利多卡因', '胺碘酮', '抗心律失常药物']"
长QT间期综合征,DIS-CARD-ARR-LQTS,电复律除颤,PLAN-CARD-A694F46F1102,has_treatment_plan,False,0,2,301,"['电除颤', '同步电复律']"
长QT间期综合征,DIS-CARD-ARR-LQTS,长QT间期综合征治疗方案,PLAN-CARD-5577EA63AC56,has_treatment_plan,False,0,23,24,"['美托洛尔', '普萘洛尔', '抗心律失常药物', '钙通道阻滞剂', '胺碘酮']"
阵发性室上性心动过速,DIS-CARD-ARR-PSVT,复律治疗,PLAN-CARD-TEXT-7CC38FBA6F,has_treatment_plan,False,0,2,70,"['胺碘酮', '电复律']"
陈旧性心肌梗死,DIS-CARD-CAD-OLD-MI,抗血小板治疗,PLAN-CARD-42FD049DCDB5,has_treatment_plan,False,0,1,596,['抗血小板药物']
陈旧性心肌梗死,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死治疗方案,PLAN-CARD-9ACFEF0709E2,has_treatment_plan,False,0,1,10,['陈旧性心肌梗死治疗路径']
限制型心肌病,DIS-CARD-CM-RCM,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,False,0,6,236,"['抗凝药物', '达比加群酯', '华法林', '利伐沙班', '阿哌沙班']"
限制型心肌病,DIS-CARD-CM-RCM,限制型心肌病治疗方案,PLAN-CARD-8419002B35F1,has_treatment_plan,False,0,11,8,"['起搏器', '埋藏式心脏复律除颤器', '抗凝治疗', '非二氢吡啶类钙通道阻滞剂', 'β受体拮抗剂']"
隐匿性冠心病,DIS-CARD-CAD-SILENT-ISCHEMIA,隐匿性冠心病治疗方案,PLAN-CARD-65EBD0DFC019,has_treatment_plan,False,0,4,1,"['β受体阻滞剂', '抗血小板药物', '隐匿性冠心病治疗路径', '他汀类药物']"
隐匿性高血压,DIS-CARD-HT-MASKED,生活方式干预,PLAN-CARD-2081B78ED14D,has_treatment_plan,False,0,7,103,"['戒烟限酒', '减重', '隐匿性高血压专病诊疗路径', '高血压专病诊疗路径', '原发性高血压专病诊疗路径']"
隐匿性高血压,DIS-CARD-HT-MASKED,降压治疗,PLAN-CARD-BDE62A3BE028,has_treatment_plan,False,0,11,349,"['利尿剂', '血管紧张素Ⅱ受体拮抗剂', '钙通道阻滞剂', '血管紧张素Ⅱ受体阻滞剂', '血管紧张素转换酶抑制剂']"
难治性高血压,DIS-CARD-HT-RESISTANT,生活方式干预,PLAN-CARD-2081B78ED14D,has_treatment_plan,False,0,7,103,"['戒烟限酒', '减重', '隐匿性高血压专病诊疗路径', '高血压专病诊疗路径', '原发性高血压专病诊疗路径']"
难治性高血压,DIS-CARD-HT-RESISTANT,联合降压治疗,PLAN-CARD-0CDCF256C0E6,has_treatment_plan,False,0,8,84,"['血管紧张素Ⅱ受体阻滞剂', '钙通道阻滞剂', 'β受体阻滞剂', '血管紧张素转换酶抑制剂', '利尿剂']"
难治性高血压,DIS-CARD-HT-RESISTANT,降压治疗,PLAN-CARD-BDE62A3BE028,has_treatment_plan,False,0,11,349,"['利尿剂', '血管紧张素Ⅱ受体拮抗剂', '钙通道阻滞剂', '血管紧张素Ⅱ受体阻滞剂', '血管紧张素转换酶抑制剂']"
静脉血栓症,DIS-CARD-VTE,复律治疗,PLAN-CARD-TEXT-7CC38FBA6F,has_treatment_plan,False,0,2,70,"['胺碘酮', '电复律']"
静脉血栓症,DIS-CARD-VTE,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,False,0,6,236,"['抗凝药物', '达比加群酯', '华法林', '利伐沙班', '阿哌沙班']"
静脉血栓症,DIS-CARD-VTE,氧疗,PLAN-CARD-FULLBOOK-BBA9C43055,has_treatment_plan,False,0,1,4,['吸氧治疗']
静脉血栓症,DIS-CARD-VTE,溶栓治疗,PLAN-CARD-FULLBOOK-B87D3F557B,has_treatment_plan,False,0,6,1,"['尿激酶', '重组人尿激酶原', '溶栓药物', '替奈普酶', '阿替普酶']"
静脉血栓症,DIS-CARD-VTE,血运重建,PLAN-CARD-TEXT-EEF9C97B59,has_treatment_plan,False,0,2,10,"['冠状动脉旁路移植术', '经皮冠状动脉介入治疗']"
非ST段抬高型心肌梗死,DIS-CARD-CAD-NSTEMI,复律治疗,PLAN-CARD-TEXT-7CC38FBA6F,has_treatment_plan,False,0,2,70,"['胺碘酮', '电复律']"
非ST段抬高型心肌梗死,DIS-CARD-CAD-NSTEMI,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,False,0,6,236,"['抗凝药物', '达比加群酯', '华法林', '利伐沙班', '阿哌沙班']"
非ST段抬高型心肌梗死,DIS-CARD-CAD-NSTEMI,抗血小板治疗,PLAN-CARD-42FD049DCDB5,has_treatment_plan,False,0,1,596,['抗血小板药物']
非ST段抬高型心肌梗死,DIS-CARD-CAD-NSTEMI,氧疗,PLAN-CARD-FULLBOOK-BBA9C43055,has_treatment_plan,False,0,1,4,['吸氧治疗']
非ST段抬高型心肌梗死,DIS-CARD-CAD-NSTEMI,血运重建,PLAN-CARD-TEXT-EEF9C97B59,has_treatment_plan,False,0,2,10,"['冠状动脉旁路移植术', '经皮冠状动脉介入治疗']"
非ST段抬高型心肌梗死,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死治疗方案,PLAN-CARD-2CEC4722F549,has_treatment_plan,False,0,1,16,['非ST段抬高型心肌梗死治疗路径']
非扩张型左心室心肌病,DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病治疗方案,PLAN-CARD-0E0B6D3DD944,has_treatment_plan,False,0,4,2,"['血管紧张素Ⅱ受体拮抗剂', 'β受体阻滞剂', '血管紧张素转换酶抑制剂', '非扩张型左心室心肌病治疗路径']"
非持续性室性心动过速,DIS-CARD-ARR-NSVT,ICD治疗,PLAN-CARD-946BE3CB675F,has_treatment_plan,False,0,1,669,['埋藏式心脏转复除颤器']
非持续性室性心动过速,DIS-CARD-ARR-NSVT,电复律除颤,PLAN-CARD-A694F46F1102,has_treatment_plan,False,0,2,301,"['电除颤', '同步电复律']"
非持续性室性心动过速,DIS-CARD-ARR-NSVT,非持续性室性心动过速治疗方案,PLAN-CARD-99A20A48D160,has_treatment_plan,False,0,8,16,"['同步电复律', 'ICD治疗', '胺碘酮', '电除颤', '电复律除颤']"
预激综合征,DIS-CARD-ARR-WPW,同步电复律,PLAN-CARD-108E680ADD4F,has_treatment_plan,False,0,1,107,['同步直流电复律']
预激综合征,DIS-CARD-ARR-WPW,导管消融,PLAN-CARD-5C9E41087192,has_treatment_plan,False,0,3,334,"['房颤导管消融', '射频导管消融', '肺静脉隔离']"
预激综合征,DIS-CARD-ARR-WPW,抗凝治疗,PLAN-CARD-A1C4E6332D38,has_treatment_plan,False,0,6,236,"['抗凝药物', '达比加群酯', '华法林', '利伐沙班', '阿哌沙班']"
预激综合征,DIS-CARD-ARR-WPW,药物转复,PLAN-CARD-64B52A7B760E,has_treatment_plan,False,0,4,10,"['腺苷', '胺碘酮', '普罗帕酮', '伊布利特']"
预激综合征,DIS-CARD-ARR-WPW,迷走神经刺激,PLAN-CARD-741F70867FDD,has_treatment_plan,False,0,2,36,"['Valsalva动作', '颈动脉窦按摩']"
预激综合征,DIS-CARD-ARR-WPW,预激综合征治疗方案,PLAN-CARD-C6D5D3242A03,has_treatment_plan,False,0,15,120,"['维拉帕米', '伊布利特', '腺苷', '普罗帕酮', '索他洛尔']"
风湿性心脏瓣膜病,DIS-CARD-VHD-RHD,风湿性心脏瓣膜病治疗方案,PLAN-CARD-4D9DB801D1D6,has_treatment_plan,,0,5,16,"['经导管主动脉瓣置换术', '长效青霉素', '苄星青霉素', '阿司匹林', '肠溶阿司匹林']"
高胆固醇血症,DIS-CARD-HYPERCHOLESTEROLEMIA,高胆固醇血症治疗方案,PLAN-CARD-7258BD0D7F5E,has_treatment_plan,,0,3,25,"['他汀类药物', '经皮介入治疗', '外科手术治疗']"
高血压,DIS-CARD-HT,生活方式干预,PLAN-CARD-2081B78ED14D,has_treatment_plan,False,0,7,103,"['戒烟限酒', '减重', '隐匿性高血压专病诊疗路径', '高血压专病诊疗路径', '原发性高血压专病诊疗路径']"
高血压,DIS-CARD-HT,联合降压治疗,PLAN-CARD-0CDCF256C0E6,has_treatment_plan,False,0,8,84,"['血管紧张素Ⅱ受体阻滞剂', '钙通道阻滞剂', 'β受体阻滞剂', '血管紧张素转换酶抑制剂', '利尿剂']"
高血压,DIS-CARD-HT,降压治疗,PLAN-CARD-BDE62A3BE028,has_treatment_plan,False,0,11,349,"['利尿剂', '血管紧张素Ⅱ受体拮抗剂', '钙通道阻滞剂', '血管紧张素Ⅱ受体阻滞剂', '血管紧张素转换酶抑制剂']"
高血压,DIS-CARD-HT,高血压急症降压治疗,PLAN-CARD-34D17C2BA3F6,has_treatment_plan,False,0,5,6,"['硝酸甘油', '拉贝洛尔', '尼卡地平', '硝普钠', '乌拉地尔']"
高血压亚急症,DIS-CARD-HT-URGENCY,降压治疗,PLAN-CARD-BDE62A3BE028,has_treatment_plan,False,0,11,349,"['利尿剂', '血管紧张素Ⅱ受体拮抗剂', '钙通道阻滞剂', '血管紧张素Ⅱ受体阻滞剂', '血管紧张素转换酶抑制剂']"
高血压急症,DIS-CARD-HT-EMERGENCY,生活方式干预,PLAN-CARD-2081B78ED14D,has_treatment_plan,False,0,7,103,"['戒烟限酒', '减重', '隐匿性高血压专病诊疗路径', '高血压专病诊疗路径', '原发性高血压专病诊疗路径']"
高血压急症,DIS-CARD-HT-EMERGENCY,联合降压治疗,PLAN-CARD-0CDCF256C0E6,has_treatment_plan,False,0,8,84,"['血管紧张素Ⅱ受体阻滞剂', '钙通道阻滞剂', 'β受体阻滞剂', '血管紧张素转换酶抑制剂', '利尿剂']"
高血压急症,DIS-CARD-HT-EMERGENCY,降压治疗,PLAN-CARD-BDE62A3BE028,has_treatment_plan,False,0,11,349,"['利尿剂', '血管紧张素Ⅱ受体拮抗剂', '钙通道阻滞剂', '血管紧张素Ⅱ受体阻滞剂', '血管紧张素转换酶抑制剂']"
高血压急症和亚急症,DIS-CARD-HTN-EMERGENCY,降压治疗,PLAN-CARD-BDE62A3BE028,has_treatment_plan,False,0,11,349,"['利尿剂', '血管紧张素Ⅱ受体拮抗剂', '钙通道阻滞剂', '血管紧张素Ⅱ受体阻滞剂', '血管紧张素转换酶抑制剂']"
二尖瓣狭窄,DIS-CARD-VHD-MS,控制心室率,PLAN-CARD-TEXT-655F4B37BC,has_treatment_plan,False,1,3,0,"['β受体阻滞剂', '钙通道阻滞剂', '洋地黄类药物']"
心力衰竭,DIS-CARD-HF,控制心室率,PLAN-CARD-TEXT-655F4B37BC,has_treatment_plan,False,1,3,0,"['β受体阻滞剂', '钙通道阻滞剂', '洋地黄类药物']"
心房扑动,DIS-CARD-ARR-AFL,控制心室率,PLAN-CARD-TEXT-655F4B37BC,has_treatment_plan,False,1,3,0,"['β受体阻滞剂', '钙通道阻滞剂', '洋地黄类药物']"
心房颤动,DIS-CARD-ARR-AF,控制心室率,PLAN-CARD-TEXT-655F4B37BC,has_treatment_plan,False,1,3,0,"['β受体阻滞剂', '钙通道阻滞剂', '洋地黄类药物']"
急性心力衰竭,DIS-CARD-HF-AHF,控制心室率,PLAN-CARD-TEXT-655F4B37BC,has_treatment_plan,False,1,3,0,"['β受体阻滞剂', '钙通道阻滞剂', '洋地黄类药物']"
心房心肌病,DIS-CARD-CM-ATRIAL,房性心律失常与卒中风险管理,PLAN-CARD-CM-ATRIAL-AF-STROKE-RISK-MANAGEMENT,has_treatment_plan,False,2,4,0,"['节律控制', '控制心室率', '抗凝治疗', '房性心律失常和卒中预防路径']"
